,Name,Age,Class/Dept,Ticket,Embarked,Job
718,"FERRIS, Mr W.",38,Engineering Crew, ,Southampton,Leading Fireman                             
719,"FERRIS, Mr George",34,Engineering Crew, ,Belfast,Fireman                             
720,"FERRON, Mr Nicholas",32,Engineering Crew, ,Belfast,Fireman                             
721,"FEY, Sig. Carlo",30,Restaurant Staff, ,Southampton,Scullion                             
722,"FILLBROOK, Mr Joseph Charles",18,2nd Class Passenger,15185£10               10s               ,Southampton,Painter & Decorator                             
723,"FINCH, Mr Harry",18,Victualling Crew, ,Southampton,Steward                             
724,"FINOLI, Mr Luigi",34,3rd Class Passenger,3101308£7               1s               ,Southampton,                             
725,"FIORAVANTE, Sig. Giuseppe Bertoldo",23,Restaurant Staff, ,Southampton,Assistant Scullion                             
726,"FISCHER, Mr Eberhard Thelander",18,3rd Class Passenger,350036£7               15s               11d,Southampton,                             
727,"FITZPATRICK, Mr Hugh J.",27,Engineering Crew, ,Belfast,Junior Boilermaker                             
728,"FITZPATRICK, Mr Cecil William",21,Engineering Crew, ,Southampton,Mess Steward                             
729,"FLACK, Mr John",30,Engineering Crew, ,Belfast,Trimmer                             
730,"FLARTY, Mr Edward",43,Engineering Crew, ,Southampton,Fireman                             
731,"FLEET, Mr Frederick",24,Deck Crew, ,Belfast,Lookout                             
732,"FLEGENHEIM, Mrs Antoinette",48,1st Class Passenger,17598£31               13s               8d,Cherbourg,                             
733,"FLEMING, Miss Margaret",42,1st Class PassengerServant,17421£110               17s               8d,Cherbourg,Personal Maid                             
734,"FLEMING, Miss Honora",22,3rd Class Passenger,364859£7               15s               ,Queenstown,                             
735,"FLEMMING, Mr William",32,Engineering Crew, ,Belfast,Trimmer                             
736,"FLETCHER, Mr Peter W.",26,Victualling Crew, ,Belfast,Bugler Steward                             
737,"FLETCHER, Miss N.",,1st Class PassengerCross Channel Passenger,405£1               10s               ,Southampton,                             
738,"FLETCHER, Mr Robert",38,Engineering Crew, ,Belfast,Fireman                             
739,"FLINN, Mr Michael",34,Engineering Crew, ,Belfast,Fireman                             
740,"FLYNN, Mr John Irwin",36,1st Class Passenger,PC 14474£26               5s               9d,Southampton,                             
741,"FLYNN, Mr James",28,3rd Class Passenger,364851£7               15s               ,Queenstown,General Labourer                             
742,"FLYNN, Mr John",42,3rd Class Passenger,368323£6               19s               ,Queenstown,Farm Labourer                             
743,"FOLEY, Mr Joseph",19,3rd Class Passenger,330910£7               17s               7d,Queenstown,Farm Labourer                             
744,"FOLEY, Mr William",20,3rd Class Passenger,365235£7               15s               ,Queenstown,Farm Labourer                             
745,"FOLEY, Mr John",44,Deck Crew, ,Belfast,Storekeeper                             
746,"FOLEY, Mr William C.",26,Victualling Crew, ,Southampton,Steward                             
747,"FOO, Mr Choong",32,3rd Class Passenger,1601£56               9s               11d,Southampton,Seaman                             
748,"FORD, Mr Arthur",22,3rd Class Passenger,1478£8               1s               ,Southampton,Carpenter / Joiner                             
749,"FORD, Mrs Margaret Ann Watson",48,3rd Class Passenger,6608£34               7s               6d,Southampton,Farmer                             
750,"FORD, Miss Dollina Margaret",20,3rd Class Passenger,6608£34               7s               6d,Southampton,Servant                             
751,"FORD, Mr Edward Watson",18,3rd Class Passenger,6608£34               7s               6d,Southampton,Blacksmith                             
752,"FORD, Mr William Neal Thomas",16,3rd Class Passenger,6608£34               7s               6d,Southampton,Messenger                             
753,"FORD, Miss Robina Maggie",7,3rd Class Passenger,6608£34               7s               6d,Southampton,                             
754,"FORD, Mr H.",22,Engineering Crew, ,Southampton,Trimmer                             
755,"FORD, Mr Thomas",30,Engineering Crew, ,Southampton,Leading Fireman                             
756,"FORD, Mr Ernest",32,Victualling Crew, ,Southampton,Steward                             
757,"FORD, Mr F.",37,Victualling Crew, ,Southampton,Bed Room Steward                             
758,"FOREMAN, Mr Benjamin Laventall",30,1st Class Passenger,113051£27               15s               ,Southampton,                             
759,"FORMAN, Mr J.",,1st Class PassengerCross Channel Passenger,85£3                             ,Southampton,                             
760,"FORMAN, Mrs ",,1st Class PassengerCross Channel Passenger,85£3                             ,Southampton,                             
761,"FORTUNE, Mr Mark",64,1st Class Passenger,19950£263                             ,Southampton,                             
762,"FORTUNE, Mrs Mary",60,1st Class Passenger,19950£263                             ,Southampton,                             
763,"FORTUNE, Miss Ethel Flora",28,1st Class Passenger,19950£263                             ,Southampton,                             
764,"FORTUNE, Miss Alice Elizabeth",24,1st Class Passenger,19950£263                             ,Southampton,                             
765,"FORTUNE, Miss Mabel Helen",23,1st Class Passenger,19950£263                             ,Southampton,                             
766,"FORTUNE, Mr Charles Alexander",19,1st Class Passenger,19950£263                             ,Southampton,                             
767,"FORWARD, Mr James",27,Deck Crew, ,Southampton,Able Seaman                             
768,"FOSTER, Mr Albert C.",37,Engineering Crew, ,Belfast,Storekeeper                             
769,"FOX, Mr Stanley Hubert",38,2nd Class Passenger,229236£13                             ,Southampton,                             
770,"FOX, Mr Patrick",28,3rd Class Passenger,368573£7               15s               ,Queenstown,General Labourer                             
771,"FOX, Mr William Thomas",27,Victualling Crew, ,Southampton,Steward                             
772,"FRANCATELLI, Miss Laura Mabel",31,1st Class PassengerServant,17485£56               18s               7d,Cherbourg,Secretary                             
773,"FRANKLIN, Mr Thomas Parnham",37,1st Class Passenger,113778£26               11s               ,Southampton,                             
774,"FRANKLIN, Mr Charles (""Charles Fardon"")",38,3rd Class Passenger,3101314£7               5s               ,Southampton,Carpenter / Joiner                             
775,"FRANKLIN, Mr Alan Vincent",29,Victualling Crew, ,Southampton,Saloon Steward                             
776,"FRASER, Mr James",29,Engineering Crew, ,Belfast,Junior Assistant 3rd. Engineer                             
777,"FRASER, Mr J.",30,Engineering Crew, ,Southampton,Fireman                             
778,"FRAUENTHAL, Mr Isaac Gerald",43,1st Class Passenger,17765£27               14s               5d,Cherbourg,                             
779,"FRAUENTHAL, Dr Henry William",49,1st Class Passenger,17611£133               13s               ,Cherbourg,Doctor                             
780,"FRAUENTHAL, Mrs Clara",42,1st Class Passenger,17611£133               13s               ,Cherbourg,                             
781,"FREDERICKS, Mr Walter Francis",21,Engineering Crew, ,Southampton,Trimmer                             
782,"FREEMAN, Mr Ernest Edward Samuel",43,Victualling Crew, ,Belfast,Deck Steward                             
783,"FRöLICHER, Miss Hedwig Margaritha",22,1st Class Passenger,13568£49               10s               ,Cherbourg,                             
784,"FRöLICHER-STEHLI, Mr Maximilian Josef",60,1st Class Passenger,13567£79               4s               ,Cherbourg,                             
785,"FRöLICHER-STEHLI, Mrs Margaretha Emerentia",48,1st Class Passenger,13567£79               4s               ,Cherbourg,                             
786,"FROST, Mr Anthony Wood",37,2nd Class PassengerH&W Guarantee Group,239854 ,Belfast,Fitter                             
787,"FRY, Mr John Richard",39,1st Class PassengerServant,112058 ,Southampton,Servant                             
788,"FRYER, Mr Albert Ernest",26,Engineering Crew, ,Southampton,Trimmer                             
789,"FUNK, Miss Annie Clemmer",38,2nd Class Passenger,237671£13                             ,Southampton,Missionary                             
790,"FUTRELLE, Mr Jacques Heath",37,1st Class Passenger,113803£53               2s               ,Southampton,Writer                             
791,"FUTRELLE, Mrs Lily May",35,1st Class Passenger,113803£53               2s               ,Southampton,                             
